_name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,IST
earth,,0.0031466807165437304,0.08983291549295774,365.25,1.0,0.0167,1.0
Kepler-1081 b,Confirmed,,0.09,3.85691855,,,0.9990708902951151
Kepler-398 c,Confirmed,,0.09,11.419412,0.087,,0.9990708902951151
Kepler-1278 b,Confirmed,,0.09,3.23941344,,,0.9990708902951151
Kepler-595 c,Confirmed,0.01038,0.09,12.38602,,,0.9990708902951151
K2-32 e,Confirmed,0.0066,0.09,4.34882,0.04951,0.043,0.9990708902951151
Kepler-282 b,Confirmed,,0.09,9.220524,0.082,,0.9990708902951151
Kepler-1482 b,Confirmed,,0.09,12.25383217,,,0.9990708902951151
K2-72 d,Confirmed,,0.09,7.760178,0.05,0.11,0.9990708902951151
K2-85 b,Confirmed,,0.09,0.684533,0.01263,,0.9990708902951151
Kepler-322 b,Confirmed,,0.09,1.653888,0.027,,0.9990708902951151
TOI-700 b,Confirmed,0.00406,0.0901,9.97701,0.0637,0.032,0.99851564397592
Kepler-1417 b,Confirmed,,0.089,20.3505213,,,0.9953424933510602
EPIC 201833600 c,Confirmed,,0.089,3.96151,,,0.9953424933510602
K2-239 c,Confirmed,0.0028,0.089,7.775,0.0576,,0.9953424933510602
Kepler-1464 c,Confirmed,,0.089,5.32786292,,,0.9953424933510602
Kepler-392 b,Confirmed,,0.089,5.341853,0.059,,0.9953424933510602
Kepler-20 f,Confirmed,0.045,0.089,19.57758478,0.1396,,0.9953424933510602
Kepler-1616 b,Confirmed,,0.091,6.76284377,,,0.993546061546037
Kepler-1649 b,Confirmed,,0.091,8.689099,0.0514,,0.993546061546037
Kepler-336 b,Confirmed,,0.091,2.024823,0.033,,0.993546061546037
Kepler-130 b,Confirmed,,0.091,8.457458,0.079,0.15,0.993546061546037
Kepler-1150 b,Confirmed,,0.091,2.78786839,,,0.993546061546037
Kepler-192 d,Confirmed,,0.091,6.47027579,,,0.993546061546037
Kepler-197 b,Confirmed,,0.091,5.599308,0.06,0.02,0.993546061546037
K2-136 b,Confirmed,,0.088,7.975292,,0.1,0.9896930470499409
Kepler-381 b,Confirmed,,0.088,5.629021,0.066,,0.9896930470499409
Kepler-1047 c,Confirmed,,0.088,3.18897601,,,0.9896930470499409
Kepler-969 c,Confirmed,,0.088,1.6829346,,,0.9896930470499409
Kepler-374 b,Confirmed,,0.092,1.897806,0.029,,0.9880820009888354
Kepler-327 c,Confirmed,,0.092,5.212333,0.047,,0.9880820009888354
Kepler-395 b,Confirmed,,0.092,7.054346,0.061,,0.9880820009888354
Kepler-387 b,Confirmed,,0.092,6.791636,0.068,,0.9880820009888354
Kepler-1347 b,Confirmed,,0.092,14.00947528,,,0.9880820009888354
Kepler-1163 b,Confirmed,,0.092,6.11786898,,,0.9880820009888354
Kepler-1398 c,Confirmed,,0.092,4.13827595,,,0.9880820009888354
Kepler-1612 b,Confirmed,,0.092,3.91795101,,,0.9880820009888354
Kepler-1285 b,Confirmed,,0.087,14.7967458,,,0.9839797048809583
Kepler-1053 b,Confirmed,,0.087,2.41435165,,,0.9839797048809583
Kepler-1328 b,Confirmed,,0.087,4.52158888,,,0.9839797048809583
Kepler-1293 b,Confirmed,,0.087,5.57654784,,,0.9839797048809583
Kepler-1443 b,Confirmed,,0.087,2.41811321,,,0.9839797048809583
Kepler-1297 b,Confirmed,,0.087,1.68189002,,,0.9839797048809583
Kepler-220 d,Confirmed,,0.087,28.122397,0.163,,0.9839797048809583
Kepler-1409 b,Confirmed,,0.093,0.76486493,,,0.9826777115132519
Kepler-1576 b,Confirmed,,0.093,6.98471973,,,0.9826777115132519
Kepler-1578 b,Confirmed,,0.093,1.45088691,,,0.9826777115132519
EPIC 201841433 b,Confirmed,,0.093,4.1698,0.035,,0.9826777115132519
K2-129 b,Confirmed,,0.093,8.239493,0.057,0.13,0.9826777115132519
TRAPPIST-1 f,Confirmed,0.0021,0.09323,9.20669,0.0371,0.0,0.9814430765625333
EPIC 201170410 b,Confirmed,,0.09341,6.7987,0.0349,0.0,0.9804790024355418
EPIC 206317286 b,Confirmed,,0.086,1.58252,,,0.9782013766750557
Kepler-1445 b,Confirmed,,0.086,10.60052251,,,0.9782013766750557
Kepler-399 b,Confirmed,,0.086,14.425281,0.103,,0.9782013766750557
Kepler-524 c,Confirmed,,0.086,1.88897906,,,0.9782013766750557
Kepler-1650 b,Confirmed,,0.086,1.53818001,0.0163,0.01,0.9782013766750557
Kepler-163 b,Confirmed,,0.094,7.810937,0.078,,0.9773322177050394
Kepler-1376 b,Confirmed,,0.094,5.30880656,,,0.9773322177050394
Kepler-625 c,Confirmed,,0.094,4.1653651,,,0.9773322177050394
K2-157 b,Confirmed,,0.094,0.365257,,,0.9773322177050394
Kepler-1331 b,Confirmed,,0.094,0.78916165,,,0.9773322177050394
TRAPPIST-1 c,Confirmed,0.00434,0.09421,2.4218233,0.01521,0.0,0.9762170442947056
KOI-2700 b,Confirmed,0.00271,0.0946,0.910022,,,0.9741527454885118
K2-315 b,Confirmed,,0.085,3.1443189,0.0234,,0.972356947321213
Kepler-106 d,Confirmed,0.02549,0.085,23.9802,,,0.972356947321213
Kepler-1049 b,Confirmed,,0.085,3.27346074,,,0.972356947321213
Kepler-1598 b,Confirmed,,0.085,4.34195123,,,0.972356947321213
Kepler-271 c,Confirmed,,0.085,7.41086267,0.071,,0.972356947321213
Kepler-1649 c,Confirmed,,0.095,19.53527,,,0.9720445652590535
Kepler-1200 b,Confirmed,,0.095,1.11854972,,,0.9720445652590535
Kepler-1597 b,Confirmed,,0.095,2.94654179,,,0.9720445652590535
Kepler-376 b,Confirmed,,0.095,4.920199,0.057,,0.9720445652590535
Kepler-26 d,Confirmed,,0.095,3.543919,0.039,,0.9720445652590535
Kepler-316 b,Confirmed,,0.095,2.240508,0.027,,0.9720445652590535
Kepler-520 c,Confirmed,,0.095,5.21104261,,,0.9720445652590535
Kepler-1470 b,Confirmed,,0.095,16.2950903,,,0.9720445652590535
Kepler-1203 b,Confirmed,,0.095,0.58800076,,,0.9720445652590535
Kepler-1570 b,Confirmed,,0.095,26.548955,,,0.9720445652590535
Kepler-407 b,Confirmed,0.01007,0.095,0.66931,,,0.9720445652590535
Kepler-186 b,Confirmed,,0.095,3.8867907,0.0343,,0.9720445652590535
Kepler-1594 b,Confirmed,,0.095,2.71603809,,,0.9720445652590535
Kepler-1423 b,Confirmed,,0.095,23.955378,,,0.9720445652590535
Kepler-1178 b,Confirmed,,0.095,31.80634,,,0.9720445652590535
Kepler-1698 b,Confirmed,,0.096,1.2107,0.0199,,0.9668138204112933
K2-72 b,Confirmed,,0.096,5.577212,0.04,0.11,0.9668138204112933
Kepler-1605 b,Confirmed,,0.096,85.7565495,,,0.9668138204112933
Kepler-1425 b,Confirmed,,0.084,14.4541302,,,0.9664452760490343
Kepler-1169 b,Confirmed,,0.084,6.11009134,,,0.9664452760490343
Kepler-1572 b,Confirmed,,0.084,5.49548621,,,0.9664452760490343
Kepler-1438 b,Confirmed,,0.084,2.31942009,,,0.9664452760490343
Kepler-1689 b,Confirmed,,0.084,8.483,0.0791,,0.9664452760490343
TRAPPIST-1 b,Confirmed,0.0027,0.09689,1.51087081,0.01111,0.0,0.9622055788470782
Kepler-115 b,Confirmed,,0.097,2.403679,0.036,,0.9616390693891815
Kepler-1157 b,Confirmed,,0.097,4.45743164,,,0.9616390693891815
Kepler-212 b,Confirmed,,0.097,16.257582,0.133,,0.9616390693891815
Kepler-889 b,Confirmed,,0.097,3.744439,,,0.9616390693891815
Kepler-1561 b,Confirmed,,0.097,1.00520701,,,0.9616390693891815
Kepler-249 b,Confirmed,,0.097,3.306539,0.035,,0.9616390693891815
Kepler-1589 b,Confirmed,,0.097,0.99166527,,,0.9616390693891815
Kepler-332 c,Confirmed,,0.097,15.995622,0.114,,0.9616390693891815
LHS 1815 b,Confirmed,0.0132,0.09707,3.81433,0.0404,0.0,0.9612789105619117
Kepler-1505 b,Confirmed,,0.083,30.8609366,,,0.9604651956864307
Kepler-398 b,Confirmed,,0.083,4.081423,0.044,,0.9604651956864307
Kepler-1421 b,Confirmed,,0.083,6.9131112,,,0.9604651956864307
Kepler-1387 b,Confirmed,,0.083,2.27952666,,,0.9604651956864307
Kepler-68 c,Confirmed,0.00642,0.0827,9.6051,0.09059,0.0,0.9586576539753141
K2-239 b,Confirmed,0.0044,0.098,5.24,0.0441,,0.9565194178794054
Kepler-374 c,Confirmed,,0.098,3.282807,0.042,,0.9565194178794054
Kepler-1427 b,Confirmed,,0.098,0.96897238,,,0.9565194178794054
K2-91 b,Confirmed,,0.098,1.419549,0.0164,,0.9565194178794054
K2-239 d,Confirmed,0.0041,0.098,10.115,0.0685,,0.9565194178794054
Kepler-59 b,Confirmed,2.05,0.098,11.8681707,0.112,0.09,0.9565194178794054
K2-190 c,Confirmed,,0.098,21.574023,,,0.9565194178794054
Kepler-1406 b,Confirmed,,0.098,11.62905828,,,0.9565194178794054
Kepler-392 c,Confirmed,,0.098,10.423118,0.093,,0.9565194178794054
Kepler-1607 b,Confirmed,,0.082,13.6473676,,,0.9544155118913829
Kepler-1365 b,Confirmed,,0.082,7.69993485,,,0.9544155118913829
Kepler-1338 b,Confirmed,,0.082,0.93511806,,,0.9544155118913829
Kepler-779 b,Confirmed,,0.082,7.09714223,,,0.9544155118913829
Kepler-1367 b,Confirmed,,0.082,1.57409027,,,0.9544155118913829
Kepler-119 c,Confirmed,,0.082,4.125103,0.049,,0.9544155118913829
TRAPPIST-1 e,Confirmed,0.002,0.0819,6.099615,0.02817,0.0,0.9538066685108887
Kepler-333 c,Confirmed,,0.099,24.08821,0.135,,0.951453990512665
Kepler-327 b,Confirmed,,0.099,2.549575,0.029,,0.951453990512665
Kepler-1434 b,Confirmed,,0.099,8.05333618,,,0.951453990512665
Kepler-1531 b,Confirmed,,0.099,1.13854338,,,0.951453990512665
Kepler-1117 b,Confirmed,,0.099,4.79028459,,,0.951453990512665
Kepler-1692 b,Confirmed,,0.099,5.95966,0.0646,,0.951453990512665
Kepler-124 d,Confirmed,,0.099,30.950851,0.17,,0.951453990512665
Kepler-929 b,Confirmed,,0.099,0.92103214,,,0.951453990512665
Kepler-1084 b,Confirmed,,0.099,2.05333679,,,0.951453990512665
Kepler-746 b,Confirmed,,0.099,3.48159251,,,0.951453990512665
EPIC 201757695 b,Confirmed,,0.08101,2.0478,0.0296,0.0,0.9483565621231661
Kepler-197 e,Confirmed,,0.081,25.209715,0.164,0.38,0.9482950023567217
Kepler-1296 b,Confirmed,,0.081,8.3839865,,,0.9482950023567217
Kepler-1525 b,Confirmed,,0.081,2.41660118,,,0.9482950023567217
LP 791-18 b,Confirmed,,0.0999,0.948005,0.00969,,0.9469407589037132
Kepler-78 b,Confirmed,0.00619,0.1,0.35500744,0.01,,0.9464419303647084
Kepler-1164 b,Confirmed,,0.1,3.97599768,,,0.9464419303647084
Kepler-285 c,Confirmed,,0.1,6.186676,0.064,,0.9464419303647084
Kepler-384 b,Confirmed,,0.1,22.597053,0.148,,0.9464419303647084
Kepler-756 b,Confirmed,,0.1,1.22486632,,,0.9464419303647084
Kepler-431 d,Confirmed,,0.1,11.922,0.1045,,0.9464419303647084
Kepler-334 b,Confirmed,,0.1,5.470319,0.061,,0.9464419303647084
EPIC 212587672 b,Confirmed,,0.1,15.2841,,,0.9464419303647084
Kepler-446 c,Confirmed,0.009,0.1,3.036179,,0.0,0.9464419303647084
Kepler-438 b,Confirmed,,0.1,35.23319,0.166,0.03,0.9464419303647084
Kepler-1358 b,Confirmed,,0.1,7.06317341,,,0.9464419303647084
Kepler-1082 b,Confirmed,,0.1,1.5432066,,,0.9464419303647084
Kepler-381 c,Confirmed,,0.1,13.391635,0.117,,0.9464419303647084
Kepler-1695 b,Confirmed,,0.1,4.7329,0.0526,,0.9464419303647084
Kepler-1288 b,Confirmed,,0.1,2.76122421,,,0.9464419303647084
TOI-540 b,Confirmed,,0.08056,1.2391491,0.01223,0.0,0.9455792192643069
TRAPPIST-1 g,Confirmed,0.00422,0.1005,12.35294,0.0451,0.0,0.943955650133269
Kepler-1398 b,Confirmed,,0.08,2.78815679,,,0.9421024159868145
EPIC 206215704 b,Confirmed,,0.08,2.25372,,,0.9421024159868145
Kepler-1547 b,Confirmed,,0.08,0.69297968,,,0.9421024159868145
Kepler-887 c,Confirmed,,0.101,7.63846023,,,0.941482398473054
Kepler-169 b,Confirmed,,0.101,3.250619,0.04,,0.941482398473054
Kepler-80 g,Confirmed,,0.101,14.64558,0.14,,0.941482398473054
Kepler-250 b,Confirmed,,0.101,4.148141,0.048,,0.941482398473054
Kepler-384 c,Confirmed,,0.101,45.348269,0.236,,0.941482398473054
Kepler-369 b,Confirmed,,0.101,2.732756,0.03,,0.941482398473054
Kepler-1577 b,Confirmed,,0.101,6.30560247,,,0.941482398473054
GJ 143 c,Confirmed,0.01164,0.07958,7.78993,0.0695,,0.9394797293752734
Kepler-804 c,Confirmed,,0.102,9.65185017,,,0.9365745733688289
Kepler-324 b,Confirmed,,0.102,4.385315,0.05,,0.9365745733688289
Kepler-806 b,Confirmed,,0.102,8.09219642,,,0.9365745733688289
Kepler-303 c,Confirmed,,0.102,7.061149,0.057,,0.9365745733688289
Kepler-320 b,Confirmed,,0.102,8.371554,0.085,,0.9365745733688289
Kepler-1590 b,Confirmed,,0.102,7.61760804,,,0.9365745733688289
Kepler-1456 b,Confirmed,,0.102,18.1373829,,,0.9365745733688289
Kepler-1263 b,Confirmed,,0.102,4.55139967,,,0.9365745733688289
K2-19 d,Confirmed,0.031,0.102,2.50856,0.0344,,0.9365745733688289
K2-229 b,Confirmed,0.00815,0.102,0.58426,0.0131,0.0,0.9365745733688289
Kepler-387 c,Confirmed,,0.079,11.837549,0.098,,0.935836472044993
Kepler-1027 b,Confirmed,,0.079,1.9078052,,,0.935836472044993
Kepler-1416 b,Confirmed,,0.079,1.49514952,,,0.935836472044993
K2-137 b,Confirmed,0.5,0.079,0.179715,0.0058,0.0,0.935836472044993
Kepler-1408 b,Confirmed,,0.079,2.99793191,,,0.935836472044993
Kepler-342 e,Confirmed,,0.079,1.64422461,,,0.935836472044993
Kepler-362 b,Confirmed,,0.079,10.327186,0.087,,0.935836472044993
Kepler-1352 b,Confirmed,,0.079,1.87788275,,,0.935836472044993
Kepler-1637 b,Confirmed,,0.079,6.10960324,,,0.935836472044993
Kepler-1173 b,Confirmed,,0.079,0.7698536,,,0.935836472044993
Kepler-780 b,Confirmed,,0.079,0.67737516,,,0.935836472044993
K2-223 b,Confirmed,,0.079,0.50565,0.0127,,0.935836472044993
Kepler-102 f,Confirmed,0.01636,0.079,27.4536,0.165,,0.935836472044993
Kepler-1560 b,Confirmed,,0.079,3.03195744,,,0.935836472044993
Kepler-353 b,Confirmed,,0.079,5.795278,0.051,,0.935836472044993
Kepler-398 d,Confirmed,,0.079,6.83437001,,,0.935836472044993
Kepler-303 b,Confirmed,,0.079,1.937055,0.024,,0.935836472044993
TOI-178 b,Confirmed,0.00472,0.10278,1.914558,0.02607,,0.9327818465656545
Kepler-1553 b,Confirmed,,0.103,4.24261881,,,0.9317176506231732
K2-72 c,Confirmed,,0.103,15.189034,0.078,0.11,0.9317176506231732
Kepler-1541 b,Confirmed,,0.103,8.40691199,,,0.9317176506231732
K2-54 b,Confirmed,,0.103,9.7843,0.0671,,0.9317176506231732
Kepler-1468 c,Confirmed,,0.103,3.54553021,,,0.9317176506231732
Kepler-1199 b,Confirmed,,0.103,15.0447198,,,0.9317176506231732
K2-156 b,Confirmed,,0.103,0.81314,0.0149,,0.9317176506231732
Kepler-316 c,Confirmed,,0.103,6.827766,0.058,,0.9317176506231732
Kepler-1373 b,Confirmed,,0.103,1.29123275,,,0.9317176506231732
Kepler-135 c,Confirmed,,0.103,11.448708,0.103,,0.9317176506231732
Kepler-1424 b,Confirmed,,0.103,29.6091744,,,0.9317176506231732
Kepler-1240 b,Confirmed,,0.103,4.8663815,,,0.9317176506231732
Kepler-339 c,Confirmed,,0.103,6.988055,0.069,,0.9317176506231732
Kepler-363 b,Confirmed,,0.103,3.614568,0.048,,0.9317176506231732
Kepler-1152 b,Confirmed,,0.078,1.64680191,,,0.9294958592705002
Kepler-1542 d,Confirmed,,0.078,5.99273738,,,0.9294958592705002
Kepler-607 b,Confirmed,,0.078,0.6381632,,,0.9294958592705002
Kepler-1031 b,Confirmed,,0.078,1.22621732,,,0.9294958592705002
GJ 1132 b,Confirmed,0.00522,0.1035,1.628931,0.0154,0.0,0.9293080308017179
Kepler-1035 b,Confirmed,,0.104,2.71407755,,,0.9269108424076871
Kepler-295 c,Confirmed,,0.104,21.526258,0.142,,0.9269108424076871
Kepler-647 b,Confirmed,,0.104,16.2254649,,,0.9269108424076871
Kepler-332 b,Confirmed,,0.104,7.626324,0.07,,0.9269108424076871
Kepler-339 d,Confirmed,,0.104,10.558345,0.091,,0.9269108424076871
Kepler-186 f,Confirmed,,0.104,129.9441,0.432,0.04,0.9269108424076871
Kepler-185 b,Confirmed,,0.104,1.6329,0.026,,0.9269108424076871
GJ 357 b,Confirmed,0.006566,0.10411,3.93086,0.033,0.047,0.9263851197103373
Kepler-1258 b,Confirmed,,0.077,0.98494017,,,0.9230792349636817
Kepler-107 d,Confirmed,0.01196,0.077,7.95839,0.08377,0.0,0.9230792349636817
Kepler-1435 b,Confirmed,,0.077,4.45343281,,,0.9230792349636817
KOI-55 c,Confirmed,0.0021,0.077,0.342887,0.0076,,0.9230792349636817
Kepler-388 c,Confirmed,,0.077,13.297004,0.093,,0.9230792349636817
Kepler-20 e,Confirmed,0.0097,0.077,6.09852281,0.0639,,0.9230792349636817
Kepler-352 b,Confirmed,,0.077,10.05537,0.085,,0.9230792349636817
K2-209 b,Confirmed,,0.077,2.080615,,,0.9230792349636817
Kepler-1361 b,Confirmed,,0.077,3.57554956,,,0.9230792349636817
Kepler-605 c,Confirmed,,0.077,2.35895152,,,0.9230792349636817
Kepler-1264 b,Confirmed,,0.105,0.96852602,,,0.9221533770684118
Kepler-132 e,Confirmed,,0.105,110.2869374,,,0.9221533770684118
Kepler-1537 b,Confirmed,,0.105,1.4444538,,,0.9221533770684118
Kepler-341 b,Confirmed,,0.105,5.195528,0.06,,0.9221533770684118
Kepler-102 d,Confirmed,0.012,0.105,10.3117,,,0.9221533770684118
Kepler-332 d,Confirmed,,0.105,34.21154,0.189,,0.9221533770684118
Kepler-1248 b,Confirmed,,0.105,7.46725407,,,0.9221533770684118
Kepler-1694 b,Confirmed,,0.105,3.89526,0.0426,,0.9221533770684118
Kepler-1430 b,Confirmed,,0.105,2.46050993,,,0.9221533770684118
Kepler-1390 b,Confirmed,,0.105,6.48021673,,,0.9221533770684118
Kepler-1514 c,Confirmed,,0.105,10.514181,0.0997,0.32,0.9221533770684118
Kepler-1477 b,Confirmed,,0.105,11.55530021,,,0.9221533770684118
Kepler-847 b,Confirmed,,0.105,2.3432319,,,0.9221533770684118
Kepler-1512 b,Confirmed,,0.105,20.35972599,,,0.9221533770684118
Kepler-1276 b,Confirmed,,0.106,12.5720095,,,0.917444498712865
Kepler-380 b,Confirmed,,0.106,3.930821,0.05,,0.917444498712865
Kepler-1499 b,Confirmed,,0.106,44.2008,,,0.917444498712865
Kepler-1565 b,Confirmed,,0.106,1.53818844,,,0.917444498712865
Kepler-206 d,Confirmed,,0.106,23.44281,0.163,,0.917444498712865
Kepler-775 b,Confirmed,,0.106,0.97486893,,,0.917444498712865
Kepler-310 b,Confirmed,,0.106,13.930698,0.111,,0.917444498712865
Kepler-1473 b,Confirmed,,0.106,14.4273551,,,0.917444498712865
Kepler-1139 b,Confirmed,,0.106,0.81316672,,,0.917444498712865
KOI-351 c,Confirmed,,0.106,8.719375,0.089,,0.917444498712865
Kepler-409 b,Confirmed,0.06922,0.106,68.9584,,,0.917444498712865
Kepler-953 c,Confirmed,,0.106,9.10967112,,,0.917444498712865
Kepler-1213 b,Confirmed,,0.106,5.34982412,,,0.917444498712865
Kepler-1385 b,Confirmed,,0.076,2.88879862,,,0.916585224038076
Kepler-406 c,Confirmed,0.009,0.076,4.62332,,,0.916585224038076
TOI-700 d,Confirmed,0.00711,0.1062,37.426,0.163,0.032,0.9165084880470993
GJ 1252 b,Confirmed,0.00658,0.10643,0.5182349,0.00916,,0.9154344341346657
Kepler-345 c,Confirmed,,0.107,9.387427,0.077,,0.9127834668096635
Kepler-225 b,Confirmed,,0.107,6.738975,0.056,,0.9127834668096635
Kepler-167 d,Confirmed,0.006,0.107,21.803855,0.1405,0.12,0.9127834668096635
HD 158259 b,Confirmed,0.0085,0.107,2.178,,,0.9127834668096635
Kepler-1500 b,Confirmed,,0.107,15.0330105,,,0.9127834668096635
Kepler-282 c,Confirmed,,0.107,13.638723,0.106,,0.9127834668096635
Kepler-208 d,Confirmed,,0.107,11.131786,0.103,,0.9127834668096635
Kepler-1573 b,Confirmed,,0.107,2.6157554,,,0.9127834668096635
Kepler-138 c,Confirmed,0.0062,0.107,13.7813,,0.05,0.9127834668096635
Kepler-907 b,Confirmed,,0.107,15.86621821,,,0.9127834668096635
Kepler-304 e,Confirmed,,0.107,1.49914695,,,0.9127834668096635
GJ 9827 c,Confirmed,0.00604,0.107,3.648086,0.03896,,0.9127834668096635
Kepler-367 c,Confirmed,,0.107,53.578637,0.253,,0.9127834668096635
Kepler-770 c,Confirmed,,0.107,1.47532231,,,0.9127834668096635
Kepler-85 d,Confirmed,,0.107,17.91323,0.13,,0.9127834668096635
Kepler-206 b,Confirmed,,0.107,7.781987,0.078,,0.9127834668096635
Kepler-1617 b,Confirmed,,0.107,27.4785572,,,0.9127834668096635
Kepler-1579 b,Confirmed,,0.075,0.84990789,,,0.9100124180380013
Kepler-131 c,Confirmed,0.026,0.075,25.5169,,,0.9100124180380013
Kepler-1507 b,Confirmed,,0.075,16.0506213,,,0.9100124180380013
Kepler-450 d,Confirmed,,0.075,7.51464,,0.14,0.9100124180380013
Kepler-415 b,Confirmed,0.377,0.108,4.176,,,0.9081695558002887
K2-279 b,Confirmed,,0.108,7.122605,0.067,,0.9081695558002887
K2-228 b,Confirmed,,0.108,2.69828,0.0338,,0.9081695558002887
K2-122 b,Confirmed,,0.108,2.219282,0.0285,0.21,0.9081695558002887
Kepler-326 d,Confirmed,,0.108,6.766888,0.066,,0.9081695558002887
Kepler-743 b,Confirmed,,0.108,3.17926292,,,0.9081695558002887
Kepler-138 d,Confirmed,0.00201,0.108,23.0881,,0.024,0.9081695558002887
Kepler-189 b,Confirmed,,0.108,10.399931,0.088,,0.9081695558002887
Kepler-81 d,Confirmed,,0.108,20.837846,0.128,,0.9081695558002887
Kepler-169 c,Confirmed,,0.108,6.195469,0.062,,0.9081695558002887
Kepler-80 f,Confirmed,,0.108,0.9867873,0.0175,,0.9081695558002887
Kepler-132 b,Confirmed,,0.108,6.178196,0.067,,0.9081695558002887
Kepler-1284 b,Confirmed,,0.108,0.66407381,,,0.9081695558002887
Kepler-1095 b,Confirmed,,0.108,4.27103091,,,0.9081695558002887
Kepler-402 b,Confirmed,,0.109,4.028751,0.051,,0.9036020547225687
Kepler-197 d,Confirmed,,0.109,15.677563,0.119,0.03,0.9036020547225687
Kepler-1223 b,Confirmed,,0.109,16.301259,,,0.9036020547225687
Kepler-295 b,Confirmed,,0.109,12.645164,0.099,,0.9036020547225687
Kepler-1215 b,Confirmed,,0.109,4.76703963,,,0.9036020547225687
Kepler-1311 c,Confirmed,,0.109,2.53573424,,,0.9036020547225687
Kepler-226 d,Confirmed,,0.109,8.109044,0.076,,0.9036020547225687
Kepler-908 b,Confirmed,,0.109,1.34059747,,,0.9036020547225687
Kepler-763 b,Confirmed,,0.109,1.19655156,,,0.9036020547225687
Kepler-314 b,Confirmed,,0.074,2.461069,0.035,,0.9033593741201638
K2-257 b,Confirmed,,0.074,1.60588,0.0216,,0.9033593741201638
Kepler-1412 b,Confirmed,,0.074,3.6146051,,,0.9033593741201638
Kepler-252 b,Confirmed,,0.11,6.668391,0.058,,0.8990802668454639
Kepler-1104 b,Confirmed,,0.11,5.03728015,,,0.8990802668454639
Kepler-1595 b,Confirmed,,0.11,4.56380468,,,0.8990802668454639
Kepler-197 c,Confirmed,0.017,0.11,10.349695,0.09,0.08,0.8990802668454639
Kepler-1146 b,Confirmed,,0.11,2.3522658,,,0.8990802668454639
Kepler-271 b,Confirmed,,0.11,10.43547805,0.056,,0.8990802668454639
Kepler-882 b,Confirmed,,0.11,3.98953967,,,0.8990802668454639
Kepler-445 d,Confirmed,0.011,0.11,8.15275,,0.0,0.8990802668454639
Kepler-1414 b,Confirmed,,0.11,3.51576315,,,0.8990802668454639
KIC 5522786 b,Confirmed,,0.11,757.1639,1.98,0.56,0.8990802668454639
Kepler-1481 b,Confirmed,,0.11,5.94220998,,,0.8990802668454639
Kepler-54 c,Confirmed,0.37,0.11,12.0717249,,,0.8990802668454639
Kepler-884 b,Confirmed,,0.11,5.69919514,,,0.8990802668454639
K2-88 b,Confirmed,,0.11,4.6122,0.0345,,0.8990802668454639
Kepler-1055 b,Confirmed,,0.11,2.29503623,,,0.8990802668454639
Kepler-1646 b,Confirmed,,0.11,4.48558383,,,0.8990802668454639
Kepler-1446 b,Confirmed,,0.073,0.68996783,,,0.8966246139977408
Kepler-32 f,Confirmed,,0.073,0.74296,0.013,,0.8966246139977408
K2-210 b,Confirmed,,0.073,0.570233,,,0.8966246139977408
Kepler-106 b,Confirmed,0.01668,0.073,6.16486,,,0.8966246139977408
Kepler-408 b,Confirmed,0.01573,0.073,2.46502,,,0.8966246139977408
Kepler-390 b,Confirmed,,0.073,6.738088,0.065,,0.8966246139977408
Kepler-1141 b,Confirmed,,0.073,2.34451194,,,0.8966246139977408
Kepler-1601 b,Confirmed,,0.073,2.20921951,,,0.8966246139977408
Kepler-910 b,Confirmed,,0.073,2.36436901,,,0.8966246139977408
LHS 1478 b,Confirmed,0.00733,0.1106,1.9495378,0.01848,,0.8963888518212373
Kepler-1386 b,Confirmed,,0.111,6.73972381,,,0.8946035093147643
Kepler-1096 b,Confirmed,,0.111,2.89221751,,,0.8946035093147643
Kepler-352 c,Confirmed,,0.111,16.332995,0.118,,0.8946035093147643
Kepler-383 c,Confirmed,,0.111,31.200751,0.172,,0.8946035093147643
Kepler-354 d,Confirmed,,0.111,24.209842,0.146,,0.8946035093147643
Kepler-286 b,Confirmed,,0.111,1.796302,0.027,,0.8946035093147643
Kepler-373 c,Confirmed,,0.111,16.725948,0.126,,0.8946035093147643
K2-83 b,Confirmed,,0.111,2.74697,0.03014,,0.8946035093147643
Kepler-1311 b,Confirmed,,0.111,11.1726994,,,0.8946035093147643
TOI-270 b,Confirmed,0.006,0.11125,3.36008,0.0306,0.0,0.8934912771950916
Kepler-1618 b,Confirmed,,0.112,6.10826019,,,0.8901711128093193
Kepler-1697 b,Confirmed,,0.112,33.4969,0.2008,,0.8901711128093193
Kepler-466 c,Confirmed,,0.112,3.70921385,,,0.8901711128093193
Kepler-114 b,Confirmed,0.022,0.112,5.188549,0.053,,0.8901711128093193
Kepler-1440 b,Confirmed,,0.112,39.859484,,,0.8901711128093193
Kepler-403 b,Confirmed,,0.112,7.031462,0.076,,0.8901711128093193
K2-130 b,Confirmed,,0.112,2.49412,0.032,0.17,0.8901711128093193
Kepler-134 c,Confirmed,,0.112,10.105785,0.092,,0.8901711128093193
Kepler-1363 b,Confirmed,,0.112,2.94194094,,,0.8901711128093193
Kepler-1377 b,Confirmed,,0.112,0.74092842,,,0.8901711128093193
Kepler-1197 b,Confirmed,,0.112,2.03231845,,,0.8901711128093193
Kepler-162 b,Confirmed,,0.112,6.919798,0.069,,0.8901711128093193
Kepler-1399 b,Confirmed,,0.112,1.63865306,,,0.8901711128093193
