"ligue","saison","jour","date","lieu","equipe_domicile","score_domicile","equipe_exterieur","score_exterieur"
"L1","2019-2020",4,"2019-09-01 17:00:00+02:00","Strasbourg","Strasbourg",2,"Monaco",2
"L1","2019-2020",4,"2019-09-01 21:00:00+02:00","Marseille","Marseille",1,"Saint-Étienne",0
"L1","2019-2020",5,"2019-09-13 19:00:00+02:00","Lille","Lille",2,"Angers",1
"L1","2019-2020",5,"2019-09-13 20:45:00+02:00","Amiens","Amiens",2,"Lyon",2
"L1","2019-2020",5,"2019-09-14 17:30:00+02:00","Paris","Paris-SG",1,"Strasbourg",0
"L1","2019-2020",5,"2019-09-14 20:00:00+02:00","Brest","Brest",0,"Rennes",0
"L1","2019-2020",5,"2019-09-14 20:00:00+02:00","Montpellier","Montpellier",2,"Nice",1
"L1","2019-2020",5,"2019-09-14 20:00:00+02:00","Bordeaux","Bordeaux",2,"Metz",0
"L1","2019-2020",5,"2019-09-14 20:00:00+02:00","Dijon","Dijon",0,"Nîmes",0
"L1","2019-2020",5,"2019-09-15 15:00:00+02:00","Nantes","Nantes",1,"Reims",0
"L1","2019-2020",5,"2019-09-15 17:00:00+02:00","Saint-Etienne","Saint-Étienne",2,"Toulouse",2
"L1","2019-2020",5,"2019-09-15 21:00:00+02:00","Monaco","Monaco",3,"Marseille",4
"L1","2019-2020",6,"2019-09-20 20:45:00+02:00","Strasbourg","Strasbourg",2,"Nantes",1
"L1","2019-2020",6,"2019-09-21 17:30:00+02:00","Marseille","Marseille",1,"Montpellier",1
"L1","2019-2020",6,"2019-09-21 20:00:00+02:00","Nice","Nice",2,"Dijon",1
"L1","2019-2020",6,"2019-09-21 20:00:00+02:00","Bordeaux","Bordeaux",2,"Brest",2
"L1","2019-2020",6,"2019-09-21 20:00:00+02:00","Nîmes","Nîmes",1,"Toulouse",0
"L1","2019-2020",6,"2019-09-21 20:00:00+02:00","Reims","Reims",0,"Monaco",0
"L1","2019-2020",6,"2019-09-21 20:00:00+02:00","Metz","Metz",1,"Amiens",2
"L1","2019-2020",6,"2019-09-22 15:00:00+02:00","Rennes","Rennes",1,"Lille",1
"L1","2019-2020",6,"2019-09-22 17:00:00+02:00","Angers","Angers",4,"Saint-Étienne",1
"L1","2019-2020",6,"2019-09-22 21:00:00+02:00","Lyon","Lyon",0,"Paris-SG",1
"L1","2019-2020",7,"2019-09-24 19:00:00+02:00","Dijon","Dijon",0,"Marseille",0
"L1","2019-2020",7,"2019-09-24 21:00:00+02:00","Monaco","Monaco",3,"Nice",1
"L1","2019-2020",7,"2019-09-25 19:00:00+02:00","Lille","Lille",2,"Strasbourg",0
"L1","2019-2020",7,"2019-09-25 19:00:00+02:00","Nantes","Nantes",1,"Rennes",0
"L1","2019-2020",7,"2019-09-25 19:00:00+02:00","Toulouse","Toulouse",0,"Angers",2
"L1","2019-2020",7,"2019-09-25 19:00:00+02:00","Brest","Brest",2,"Lyon",2
"L1","2019-2020",7,"2019-09-25 19:00:00+02:00","Amiens","Amiens",1,"Bordeaux",3
"L1","2019-2020",7,"2019-09-25 19:00:00+02:00","Saint-Etienne","Saint-Étienne",0,"Metz",1
"L1","2019-2020",7,"2019-09-25 19:00:00+02:00","Montpellier","Montpellier",1,"Nîmes",0
"L1","2019-2020",7,"2019-09-25 21:00:00+02:00","Paris","Paris-SG",0,"Reims",2
"L1","2019-2020",8,"2019-09-28 13:30:00+02:00","Lyon","Lyon",0,"Nantes",1
"L1","2019-2020",8,"2019-09-28 17:30:00+02:00","Bordeaux","Bordeaux",0,"Paris-SG",1
"L1","2019-2020",8,"2019-09-28 20:00:00+02:00","Metz","Metz",2,"Toulouse",2
"L1","2019-2020",8,"2019-09-28 20:00:00+02:00","Monaco","Monaco",4,"Brest",1
"L1","2019-2020",8,"2019-09-28 20:00:00+02:00","Reims","Reims",1,"Dijon",2
"L1","2019-2020",8,"2019-09-28 20:00:00+02:00","Nice","Nice",1,"Lille",1
"L1","2019-2020",8,"2019-09-28 20:00:00+02:00","Angers","Angers",1,"Amiens",1
"L1","2019-2020",8,"2019-09-29 15:00:00+02:00","Strasbourg","Strasbourg",1,"Montpellier",0
"L1","2019-2020",8,"2019-09-29 17:00:00+02:00","Nîmes","Nîmes",0,"Saint-Étienne",1
"L1","2019-2020",8,"2019-09-29 21:00:00+02:00","Marseille","Marseille",1,"Rennes",1
"L1","2019-2020",9,"2019-10-04 20:45:00+02:00","Amiens","Amiens",3,"Marseille",1
"L1","2019-2020",9,"2019-10-05 17:30:00+02:00","Paris","Paris-SG",4,"Angers",0
"L1","2019-2020",9,"2019-10-05 20:00:00+02:00","Dijon","Dijon",1,"Strasbourg",0
"L1","2019-2020",9,"2019-10-05 20:00:00+02:00","Nantes","Nantes",1,"Nice",0
"L1","2019-2020",9,"2019-10-05 20:00:00+02:00","Montpellier","Montpellier",3,"Monaco",1
"L1","2019-2020",9,"2019-10-05 20:00:00+02:00","Toulouse","Toulouse",1,"Bordeaux",3
"L1","2019-2020",9,"2019-10-05 20:00:00+02:00","Brest","Brest",2,"Metz",0
"L1","2019-2020",9,"2019-10-06 15:00:00+02:00","Lille","Lille",2,"Nîmes",2
"L1","2019-2020",9,"2019-10-06 17:00:00+02:00","Rennes","Rennes",0,"Reims",1
"L1","2019-2020",9,"2019-10-06 21:00:00+02:00","Saint-Etienne","Saint-Étienne",1,"Lyon",0
"L1","2019-2020",10,"2019-10-18 20:45:00+02:00","Nice","Nice",1,"Paris-SG",4
"L1","2019-2020",10,"2019-10-19 17:30:00+02:00","Lyon","Lyon",0,"Dijon",0
"L1","2019-2020",10,"2019-10-19 20:00:00+02:00","Angers","Angers",0,"Brest",1
"L1","2019-2020",10,"2019-10-19 20:00:00+02:00","Toulouse","Toulouse",2,"Lille",1
"L1","2019-2020",10,"2019-10-19 20:00:00+02:00","Reims","Reims",1,"Montpellier",0
"L1","2019-2020",10,"2019-10-19 20:00:00+02:00","Nîmes","Nîmes",1,"Amiens",1
"L1","2019-2020",10,"2019-10-19 20:00:00+02:00","Metz","Metz",1,"Nantes",0
"L1","2019-2020",10,"2019-10-20 15:00:00+02:00","Bordeaux","Bordeaux",0,"Saint-Étienne",1
"L1","2019-2020",10,"2019-10-20 17:00:00+02:00","Monaco","Monaco",3,"Rennes",2
"L1","2019-2020",10,"2019-10-20 21:00:00+02:00","Marseille","Marseille",2,"Strasbourg",0
"L1","2019-2020",11,"2019-10-25 20:45:00+02:00","Nantes","Nantes",0,"Monaco",1
"L1","2019-2020",11,"2019-10-26 17:30:00+02:00","Lille","Lille",3,"Bordeaux",0
"L1","2019-2020",11,"2019-10-26 20:00:00+02:00","Montpellier","Montpellier",0,"Angers",0
"L1","2019-2020",11,"2019-10-26 20:00:00+02:00","Reims","Reims",0,"Nîmes",0
"L1","2019-2020",11,"2019-10-26 20:00:00+02:00","Lyon","Lyon",2,"Metz",0
"L1","2019-2020",11,"2019-10-26 20:00:00+02:00","Brest","Brest",2,"Dijon",0
"L1","2019-2020",11,"2019-10-26 20:00:00+02:00","Strasbourg","Strasbourg",1,"Nice",0
"L1","2019-2020",11,"2019-10-27 15:00:00+01:00","Rennes","Rennes",3,"Toulouse",2
"L1","2019-2020",11,"2019-10-27 17:00:00+01:00","Saint-Etienne","Saint-Étienne",2,"Amiens",2
"L1","2019-2020",11,"2019-10-27 21:00:00+01:00","Paris","Paris-SG",4,"Marseille",0
"L1","2019-2020",12,"2019-11-01 20:45:00+01:00","Dijon","Dijon",2,"Paris-SG",1
"L1","2019-2020",12,"2019-11-02 17:30:00+01:00","Marseille","Marseille",2,"Lille",1
"L1","2019-2020",12,"2019-11-02 20:00:00+01:00","Toulouse","Toulouse",2,"Lyon",3
"L1","2019-2020",12,"2019-11-02 20:00:00+01:00","Metz","Metz",2,"Montpellier",2
"L1","2019-2020",12,"2019-11-02 20:00:00+01:00","Amiens","Amiens",1,"Brest",0
"L1","2019-2020",12,"2019-11-02 20:00:00+01:00","Angers","Angers",1,"Strasbourg",0
"L1","2019-2020",12,"2019-11-03 15:00:00+01:00","Bordeaux","Bordeaux",2,"Nantes",0
"L1","2019-2020",12,"2019-11-03 17:00:00+01:00","Nice","Nice",2,"Reims",0
"L1","2019-2020",12,"2019-11-03 21:00:00+01:00","Saint-Etienne","Saint-Étienne",1,"Monaco",0
"L1","2019-2020",13,"2019-11-08 20:45:00+01:00","Nice","Nice",1,"Bordeaux",1
"L1","2019-2020",13,"2019-11-09 17:30:00+01:00","Brest","Brest",1,"Paris-SG",2
"L1","2019-2020",13,"2019-11-09 20:00:00+01:00","Strasbourg","Strasbourg",4,"Nîmes",1
"L1","2019-2020",13,"2019-11-09 20:00:00+01:00","Monaco","Monaco",1,"Dijon",0
"L1","2019-2020",13,"2019-11-09 20:00:00+01:00","Lille","Lille",0,"Metz",0
"L1","2019-2020",13,"2019-11-09 20:00:00+01:00","Reims","Reims",0,"Angers",0
"L1","2019-2020",13,"2019-11-10 15:00:00+01:00","Rennes","Rennes",3,"Amiens",1
"L1","2019-2020",13,"2019-11-10 17:00:00+01:00","Montpellier","Montpellier",3,"Toulouse",0
"L1","2019-2020",13,"2019-11-10 17:05:00+01:00","Nantes","Nantes",2,"Saint-Étienne",3
"L1","2019-2020",13,"2019-11-10 21:00:00+01:00","Marseille","Marseille",2,"Lyon",1
"L1","2019-2020",14,"2019-11-22 20:45:00+01:00","Paris","Paris-SG",2,"Lille",0
"L1","2019-2020",14,"2019-11-23 17:30:00+01:00","Lyon","Lyon",2,"Nice",1
"L1","2019-2020",14,"2019-11-23 20:00:00+01:00","Metz","Metz",1,"Reims",1
"L1","2019-2020",14,"2019-11-23 20:00:00+01:00","Angers","Angers",1,"Nîmes",0
"L1","2019-2020",14,"2019-11-23 20:00:00+01:00","Dijon","Dijon",2,"Rennes",1
"L1","2019-2020",14,"2019-11-23 20:00:00+01:00","Brest","Brest",1,"Nantes",1
"L1","2019-2020",14,"2019-11-23 20:00:00+01:00","Amiens","Amiens",0,"Strasbourg",4
"L1","2019-2020",14,"2019-11-24 15:00:00+01:00","Bordeaux","Bordeaux",2,"Monaco",1
"L1","2019-2020",14,"2019-11-24 17:00:00+01:00","Saint-Etienne","Saint-Étienne",0,"Montpellier",0
"L1","2019-2020",14,"2019-11-24 21:00:00+01:00","Toulouse","Toulouse",0,"Marseille",2
"L1","2019-2020",15,"2019-11-29 20:45:00+01:00","Marseille","Marseille",2,"Brest",1
"L1","2019-2020",15,"2019-11-30 17:30:00+01:00","Strasbourg","Strasbourg",1,"Lyon",2
"L1","2019-2020",15,"2019-11-30 20:00:00+01:00","Montpellier","Montpellier",4,"Amiens",2
"L1","2019-2020",15,"2019-11-30 20:00:00+01:00","Nice","Nice",3,"Angers",1
"L1","2019-2020",15,"2019-11-30 20:00:00+01:00","Lille","Lille",1,"Dijon",0
"L1","2019-2020",15,"2019-11-30 20:00:00+01:00","Reims","Reims",1,"Bordeaux",1
"L1","2019-2020",15,"2019-11-30 20:00:00+01:00","Nîmes","Nîmes",1,"Metz",1
"L1","2019-2020",15,"2019-12-01 15:00:00+01:00","Nantes","Nantes",2,"Toulouse",1
"L1","2019-2020",15,"2019-12-01 17:00:00+01:00","Rennes","Rennes",2,"Saint-Étienne",1
"L1","2019-2020",16,"2019-12-03 19:00:00+01:00","Brest","Brest",5,"Strasbourg",0
"L1","2019-2020",16,"2019-12-03 19:00:00+01:00","Bordeaux","Bordeaux",6,"Nîmes",0
"L1","2019-2020",16,"2019-12-03 19:00:00+01:00","Angers","Angers",0,"Marseille",2
"L1","2019-2020",16,"2019-12-03 21:05:00+01:00","Lyon","Lyon",0,"Lille",1
"L1","2019-2020",16,"2019-12-04 19:00:00+01:00","Saint-Etienne","Saint-Étienne",4,"Nice",1
"L1","2019-2020",16,"2019-12-04 19:00:00+01:00","Dijon","Dijon",2,"Montpellier",2
"L1","2019-2020",16,"2019-12-04 19:00:00+01:00","Metz","Metz",0,"Rennes",1
"L1","2019-2020",16,"2019-12-04 19:00:00+01:00","Toulouse","Toulouse",1,"Monaco",2
"L1","2019-2020",16,"2019-12-04 21:05:00+01:00","Paris","Paris-SG",2,"Nantes",0
"L1","2019-2020",17,"2019-12-06 19:00:00+01:00","Lille","Lille",1,"Brest",0
"L1","2019-2020",17,"2019-12-06 20:45:00+01:00","Nîmes","Nîmes",0,"Lyon",4
"L1","2019-2020",17,"2019-12-07 17:30:00+01:00","Montpellier","Montpellier",1,"Paris-SG",3
"L1","2019-2020",17,"2019-12-07 20:00:00+01:00","Rennes","Rennes",2,"Angers",1
"L1","2019-2020",17,"2019-12-07 20:00:00+01:00","Strasbourg","Strasbourg",4,"Toulouse",2
"L1","2019-2020",17,"2019-12-07 20:00:00+01:00","Monaco","Monaco",3,"Amiens",0
"L1","2019-2020",17,"2019-12-07 20:00:00+01:00","Nice","Nice",4,"Metz",1
"L1","2019-2020",17,"2019-12-08 15:00:00+01:00","Reims","Reims",3,"Saint-Étienne",1
"L1","2019-2020",17,"2019-12-08 17:00:00+01:00","Nantes","Nantes",1,"Dijon",0
"L1","2019-2020",17,"2019-12-08 21:00:00+01:00","Marseille","Marseille",3,"Bordeaux",1
"L1","2019-2020",18,"2019-12-13 20:45:00+01:00","Lille","Lille",2,"Montpellier",1
"L1","2019-2020",18,"2019-12-14 17:30:00+01:00","Metz","Metz",1,"Marseille",1
"L1","2019-2020",18,"2019-12-14 20:00:00+01:00","Amiens","Amiens",1,"Dijon",1
"L1","2019-2020",18,"2019-12-14 20:00:00+01:00","Brest","Brest",0,"Nice",0
"L1","2019-2020",18,"2019-12-14 20:00:00+01:00","Angers","Angers",0,"Monaco",0
"L1","2019-2020",18,"2019-12-14 20:00:00+01:00","Toulouse","Toulouse",0,"Reims",1
"L1","2019-2020",18,"2019-12-14 20:00:00+01:00","Nîmes","Nîmes",0,"Nantes",1
"L1","2019-2020",18,"2019-12-15 15:00:00+01:00","Bordeaux","Bordeaux",0,"Strasbourg",1
"L1","2019-2020",18,"2019-12-15 17:00:00+01:00","Lyon","Lyon",0,"Rennes",1
"L1","2019-2020",18,"2019-12-15 21:00:00+01:00","Saint-Etienne","Saint-Étienne",0,"Paris-SG",4
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Dijon","Dijon",2,"Metz",2
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Nice","Nice",3,"Toulouse",0
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Montpellier","Montpellier",4,"Brest",0
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Strasbourg","Strasbourg",2,"Saint-Étienne",1
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Reims","Reims",1,"Lyon",1
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Nantes","Nantes",1,"Angers",2
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Marseille","Marseille",3,"Nîmes",1
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Paris","Paris-SG",4,"Amiens",1
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Rennes","Rennes",1,"Bordeaux",0
"L1","2019-2020",19,"2019-12-21 20:45:00+01:00","Monaco","Monaco",5,"Lille",1
"L1","2019-2020",20,"2020-01-10 20:45:00+01:00","Rennes","Rennes",0,"Marseille",1
"L1","2019-2020",20,"2020-01-11 17:30:00+01:00","Bordeaux","Bordeaux",1,"Lyon",2
"L1","2019-2020",20,"2020-01-11 20:00:00+01:00","Metz","Metz",1,"Strasbourg",0
"L1","2019-2020",20,"2020-01-11 20:00:00+01:00","Amiens","Amiens",1,"Montpellier",2
"L1","2019-2020",20,"2020-01-11 20:00:00+01:00","Angers","Angers",1,"Nice",1
"L1","2019-2020",20,"2020-01-11 20:00:00+01:00","Nîmes","Nîmes",2,"Reims",0
"L1","2019-2020",20,"2020-01-11 20:00:00+01:00","Toulouse","Toulouse",2,"Brest",5
"L1","2019-2020",20,"2020-01-12 15:00:00+01:00","Saint-Etienne","Saint-Étienne",0,"Nantes",2
"L1","2019-2020",20,"2020-01-12 17:00:00+01:00","Dijon","Dijon",1,"Lille",0
"L1","2019-2020",20,"2020-01-12 21:00:00+01:00","Paris","Paris-SG",3,"Monaco",3
"L1","2019-2020",12,"2020-01-15 19:00:00+01:00","Nîmes","Nîmes",0,"Rennes",1
"L1","2019-2020",16,"2020-01-15 19:00:00+01:00","Amiens","Amiens",1,"Reims",1
"L1","2019-2020",15,"2020-01-15 21:00:00+01:00","Monaco","Monaco",1,"Paris-SG",4
"L1","2019-2020",21,"2020-01-24 20:45:00+01:00","Nice","Nice",1,"Rennes",1
"L1","2019-2020",21,"2020-01-25 17:30:00+01:00","Marseille","Marseille",0,"Angers",0
"L1","2019-2020",21,"2020-01-25 20:00:00+01:00","Montpellier","Montpellier",2,"Dijon",1
"L1","2019-2020",21,"2020-01-25 20:00:00+01:00","Reims","Reims",0,"Metz",1
"L1","2019-2020",21,"2020-01-25 20:00:00+01:00","Monaco","Monaco",1,"Strasbourg",3
"L1","2019-2020",21,"2020-01-25 20:00:00+01:00","Saint-Étienne","Saint-Étienne",2,"Nîmes",1
"L1","2019-2020",21,"2020-01-25 20:00:00+01:00","Brest","Brest",2,"Amiens",1
"L1","2019-2020",21,"2020-01-26 15:00:00+01:00","Lyon","Lyon",3,"Toulouse",0
"L1","2019-2020",21,"2020-01-26 17:00:00+01:00","Nantes","Nantes",0,"Bordeaux",1
"L1","2019-2020",21,"2020-01-26 21:00:00+01:00","Lille","Lille",0,"Paris-SG",2
"L1","2019-2020",22,"2020-01-31 20:45:00+01:00","Rennes","Rennes",3,"Nantes",2
"L1","2019-2020",22,"2020-02-01 17:30:00+01:00","Paris","Paris-SG",5,"Montpellier",0
"L1","2019-2020",22,"2020-02-01 20:00:00+01:00","Dijon","Dijon",3,"Brest",0
"L1","2019-2020",22,"2020-02-01 20:00:00+01:00","Amiens","Amiens",0,"Toulouse",0
"L1","2019-2020",22,"2020-02-01 20:00:00+01:00","Nîmes","Nîmes",3,"Monaco",1
"L1","2019-2020",22,"2020-02-01 20:00:00+01:00","Angers","Angers",1,"Reims",4
"L1","2019-2020",22,"2020-02-01 20:00:00+01:00","Strasbourg","Strasbourg",1,"Lille",2
"L1","2019-2020",22,"2020-02-02 15:00:00+01:00","Nice","Nice",2,"Lyon",1
"L1","2019-2020",22,"2020-02-02 17:00:00+01:00","Metz","Metz",3,"Saint-Étienne",1
"L1","2019-2020",22,"2020-02-02 21:00:00+01:00","Bordeaux","Bordeaux",0,"Marseille",0
"L1","2019-2020",23,"2020-02-04 19:00:00+01:00","Lille","Lille",1,"Rennes",0
"L1","2019-2020",23,"2020-02-04 19:00:00+01:00","Monaco","Monaco",1,"Angers",0
"L1","2019-2020",23,"2020-02-04 21:05:00+01:00","Nantes","Nantes",1,"Paris-SG",2
"L1","2019-2020",23,"2020-02-05 19:00:00+01:00","Montpellier","Montpellier",1,"Metz",1
"L1","2019-2020",23,"2020-02-05 19:00:00+01:00","Reims","Reims",1,"Nice",1
"L1","2019-2020",23,"2020-02-05 19:00:00+01:00","Lyon","Lyon",0,"Amiens",0
"L1","2019-2020",23,"2020-02-05 19:00:00+01:00","Nîmes","Nîmes",2,"Dijon",0
"L1","2019-2020",23,"2020-02-05 19:00:00+01:00","Toulouse","Toulouse",0,"Strasbourg",1
"L1","2019-2020",23,"2020-02-05 19:00:00+01:00","Brest","Brest",1,"Bordeaux",1
"L1","2019-2020",23,"2020-02-05 21:15:00+01:00","Saint-Etienne","Saint-Étienne",0,"Marseille",2
"L1","2019-2020",24,"2020-02-07 20:45:00+01:00","Angers","Angers",0,"Lille",2
"L1","2019-2020",24,"2020-02-08 17:30:00+01:00","Marseille","Marseille",1,"Toulouse",0
"L1","2019-2020",24,"2020-02-08 20:00:00+01:00","Rennes","Rennes",0,"Brest",0
"L1","2019-2020",24,"2020-02-08 20:00:00+01:00","Nice","Nice",1,"Nîmes",3
"L1","2019-2020",24,"2020-02-08 20:00:00+01:00","Dijon","Dijon",3,"Nantes",3
"L1","2019-2020",24,"2020-02-08 20:00:00+01:00","Amiens","Amiens",1,"Monaco",2
"L1","2019-2020",24,"2020-02-08 20:00:00+01:00","Metz","Metz",1,"Bordeaux",2
"L1","2019-2020",24,"2020-02-09 15:00:00+01:00","Montpellier","Montpellier",1,"Saint-Étienne",0
"L1","2019-2020",24,"2020-02-09 17:00:00+01:00","Strasbourg","Strasbourg",3,"Reims",0
"L1","2019-2020",24,"2020-02-09 21:05:00+01:00","Paris","Paris-SG",4,"Lyon",2
"L1","2019-2020",25,"2020-02-14 20:45:00+01:00","Monaco","Monaco",1,"Montpellier",0
"L1","2019-2020",25,"2020-02-15 17:30:00+01:00","Amiens","Amiens",4,"Paris-SG",4
"L1","2019-2020",25,"2020-02-15 20:00:00+01:00","Nîmes","Nîmes",1,"Angers",0
"L1","2019-2020",25,"2020-02-15 20:00:00+01:00","Bordeaux","Bordeaux",2,"Dijon",2
"L1","2019-2020",25,"2020-02-15 20:00:00+01:00","Toulouse","Toulouse",0,"Nice",2
"L1","2019-2020",25,"2020-02-15 20:00:00+01:00","Nantes","Nantes",0,"Metz",0
"L1","2019-2020",25,"2020-02-16 15:00:00+01:00","Lyon","Lyon",1,"Strasbourg",1
"L1","2019-2020",25,"2020-02-16 17:00:00+01:00","Reims","Reims",1,"Rennes",0
"L1","2019-2020",25,"2020-02-16 17:00:00+01:00","Brest","Brest",3,"Saint-Étienne",2
"L1","2019-2020",25,"2020-02-16 21:00:00+01:00","Lille","Lille",1,"Marseille",2
"L1","2019-2020",26,"2020-02-21 19:00:00+01:00","Nice","Nice",2,"Brest",2
"L1","2019-2020",26,"2020-02-21 20:45:00+01:00","Metz","Metz",0,"Lyon",2
"L1","2019-2020",26,"2020-02-22 17:30:00+01:00","Marseille","Marseille",1,"Nantes",3
"L1","2019-2020",26,"2020-02-22 20:00:00+01:00","Dijon","Dijon",1,"Monaco",1
"L1","2019-2020",26,"2020-02-22 20:00:00+01:00","Strasbourg","Strasbourg",0,"Amiens",0
"L1","2019-2020",26,"2020-02-22 20:00:00+01:00","Angers","Angers",1,"Montpellier",0
"L1","2019-2020",26,"2020-02-22 20:00:00+01:00","Lille","Lille",3,"Toulouse",0
"L1","2019-2020",26,"2020-02-23 15:00:00+01:00","Saint-Etienne","Saint-Étienne",1,"Reims",1
"L1","2019-2020",26,"2020-02-23 17:00:00+01:00","Rennes","Rennes",2,"Nîmes",1
"L1","2019-2020",26,"2020-02-23 21:00:00+01:00","Paris","Paris-SG",4,"Bordeaux",3
"L1","2019-2020",27,"2020-02-28 20:45:00+01:00","Nîmes","Nîmes",2,"Marseille",3
"L1","2019-2020",27,"2020-02-29 17:30:00+01:00","Paris","Paris-SG",4,"Dijon",0
"L1","2019-2020",27,"2020-02-29 20:00:00+01:00","Brest","Brest",0,"Angers",1
"L1","2019-2020",27,"2020-02-29 20:00:00+01:00","Amiens","Amiens",0,"Metz",1
"L1","2019-2020",27,"2020-02-29 20:00:00+01:00","Monaco","Monaco",1,"Reims",1
"L1","2019-2020",27,"2020-02-29 20:00:00+01:00","Montpellier","Montpellier",3,"Strasbourg",0
"L1","2019-2020",27,"2020-02-29 20:00:00+01:00","Toulouse","Toulouse",0,"Rennes",2
"L1","2019-2020",27,"2020-03-01 15:00:00+01:00","Nantes","Nantes",0,"Lille",1
"L1","2019-2020",27,"2020-03-01 17:05:00+01:00","Bordeaux","Bordeaux",1,"Nice",1
"L1","2019-2020",27,"2020-03-01 21:00:00+01:00","Lyon","Lyon",2,"Saint-Étienne",0
"L1","2019-2020",28,"2020-03-06 21:00:00+01:00","Marseille","Marseille",2,"Amiens",2
"L1","2019-2020",28,"2020-03-07 20:00:00+01:00","Nice","Nice",2,"Monaco",1
"L1","2019-2020",28,"2020-03-07 20:00:00+01:00","Reims","Reims",1,"Brest",0
"L1","2019-2020",28,"2020-03-07 20:00:00+01:00","Metz","Metz",2,"Nîmes",1
"L1","2019-2020",28,"2020-03-07 20:00:00+01:00","Dijon","Dijon",2,"Toulouse",1
"L1","2019-2020",28,"2020-03-07 20:00:00+01:00","Angers","Angers",2,"Nantes",0
"L1","2019-2020",28,"2020-03-08 15:00:00+01:00","Saint-Etienne","Saint-Étienne",1,"Bordeaux",1
"L1","2019-2020",28,"2020-03-08 17:00:00+01:00","Rennes","Rennes",5,"Montpellier",0
"L1","2019-2020",28,"2020-03-08 21:00:00+01:00","Lille","Lille",1,"Lyon",0
"L1","2019-2020",29,"2020-03-13 20:45:00+01:00","Lyon","Lyon",,"Reims",
"L1","2019-2020",29,"2020-03-14 17:30:00+01:00","Montpellier","Montpellier",,"Marseille",
"L1","2019-2020",29,"2020-03-14 20:00:00+01:00","Brest","Brest",,"Lille",
"L1","2019-2020",29,"2020-03-14 20:00:00+01:00","Amiens","Amiens",,"Angers",
"L1","2019-2020",29,"2020-03-14 20:00:00+01:00","Nantes","Nantes",,"Nîmes",
"L1","2019-2020",29,"2020-03-14 20:00:00+01:00","Toulouse","Toulouse",,"Metz",
"L1","2019-2020",29,"2020-03-14 20:00:00+01:00","Strasbourg","Strasbourg",,"Dijon",
"L1","2019-2020",29,"2020-03-15 15:00:00+01:00","Bordeaux","Bordeaux",,"Rennes",
"L1","2019-2020",29,"2020-03-15 17:00:00+01:00","Monaco","Monaco",,"Saint-Étienne",
"L1","2019-2020",29,"2020-03-15 21:00:00+01:00","Paris","Paris-SG",,"Nice",
"L1","2019-2020",28,"2020-03-18 21:00:00+01:00","Strasbourg","Strasbourg",,"Paris-SG",
"L1","2019-2020",30,"2020-03-20 20:45:00+01:00","Lille","Lille",,"Monaco",
"L1","2019-2020",30,"2020-03-21 17:30:00+01:00","Rennes","Rennes",,"Lyon",
"L1","2019-2020",30,"2020-03-21 20:00:00+01:00","Metz","Metz",,"Brest",
"L1","2019-2020",30,"2020-03-21 20:00:00+01:00","Dijon","Dijon",,"Amiens",
"L1","2019-2020",30,"2020-03-21 20:00:00+01:00","Nîmes","Nîmes",,"Bordeaux",
"L1","2019-2020",30,"2020-03-21 20:00:00+01:00","Nice","Nice",,"Montpellier",
"L1","2019-2020",30,"2020-03-21 20:00:00+01:00","Angers","Angers",,"Toulouse",
"L1","2019-2020",30,"2020-03-22 15:00:00+01:00","Saint-Etienne","Saint-Étienne",,"Strasbourg",
"L1","2019-2020",30,"2020-03-22 17:00:00+01:00","Reims","Reims",,"Nantes",
"L1","2019-2020",30,"2020-03-22 21:00:00+01:00","Marseille","Marseille",,"Paris-SG",
"L1","2019-2020",31,"2020-04-04 17:30:00+02:00","Montpellier","Montpellier",,"Lille",
"L1","2019-2020",31,"2020-04-04 19:15:00+02:00","Toulouse","Toulouse",,"Saint-Étienne",
"L1","2019-2020",31,"2020-04-05 15:00:00+02:00","Monaco","Monaco",,"Nantes",
"L1","2019-2020",31,"2020-04-05 17:00:00+02:00","Amiens","Amiens",,"Rennes",
"L1","2019-2020",31,"2020-04-05 17:00:00+02:00","Paris","Paris-SG",,"Metz",
"L1","2019-2020",31,"2020-04-05 17:00:00+02:00","Dijon","Dijon",,"Nice",
"L1","2019-2020",31,"2020-04-05 17:00:00+02:00","Lyon","Lyon",,"Nîmes",
"L1","2019-2020",31,"2020-04-05 17:00:00+02:00","Strasbourg","Strasbourg",,"Angers",
"L1","2019-2020",31,"2020-04-05 17:00:00+02:00","Bordeaux","Bordeaux",,"Reims",
"L1","2019-2020",31,"2020-04-05 21:00:00+02:00","Brest","Brest",,"Marseille",
"L1","2019-2020",32,"2020-04-11 20:00:00+02:00","Bordeaux","Bordeaux",,"Amiens",
"L1","2019-2020",32,"2020-04-11 20:00:00+02:00","Nîmes","Nîmes",,"Montpellier",
"L1","2019-2020",32,"2020-04-11 20:00:00+02:00","Nantes","Nantes",,"Lyon",
