BJD,FLUX,ERRFLUX,AIRMASS,SKY
    504.014845, 0.957489, 0.000251, 1.251,  839.
    504.015567, 0.956564, 0.000249, 1.252,  862.
    504.016290, 0.955284, 0.000250, 1.252,  868.
    504.017012, 0.958630, 0.000251, 1.253,  865.
    504.017734, 0.956399, 0.000251, 1.254,  913.
    504.018456, 0.955387, 0.000249, 1.255,  923.
    504.019178, 0.957978, 0.000248, 1.255,  856.
    504.019900, 0.956429, 0.000250, 1.256,  844.
    504.020622, 0.955982, 0.000249, 1.257,  881.
    504.021345, 0.954700, 0.000249, 1.258,  926.
    504.022067, 0.955451, 0.000249, 1.258,  888.
    504.022789, 0.956418, 0.000250, 1.259,  847.
    504.023512, 0.955559, 0.000249, 1.260,  866.
    504.024234, 0.955601, 0.000248, 1.261,  872.
    504.024956, 0.957708, 0.000247, 1.261,  904.
    504.025678, 0.957327, 0.000249, 1.262,  842.
    504.026400, 0.956505, 0.000247, 1.263,  861.
    504.027122, 0.954688, 0.000250, 1.264,  911.
    504.027844, 0.958293, 0.000250, 1.265,  954.
    504.028566, 0.958271, 0.000249, 1.265,  953.
    504.029288, 0.955491, 0.000249, 1.266,  895.
    504.030011, 0.957592, 0.000251, 1.267,  845.
    504.030732, 0.957012, 0.000249, 1.268,  887.
    504.031454, 0.956599, 0.000249, 1.269,  882.
    504.032177, 0.956562, 0.000251, 1.270,  881.
    504.032899, 0.957585, 0.000249, 1.271,  813.
    504.033621, 0.957718, 0.000251, 1.271,  858.
    504.034343, 0.957704, 0.000253, 1.272,  947.
    504.035065, 0.952048, 0.000251, 1.273,  929.
    504.035788, 0.956686, 0.000250, 1.274,  900.
    504.036510, 0.956205, 0.000250, 1.275,  870.
    504.037232, 0.956046, 0.000249, 1.276,  950.
    504.037954, 0.955599, 0.000248, 1.277,  889.
    504.038676, 0.954107, 0.000246, 1.278,  877.
    504.039398, 0.958669, 0.000248, 1.279,  819.
    504.040120, 0.958373, 0.000247, 1.279,  798.
    504.040842, 0.955406, 0.000248, 1.280,  834.
    504.041564, 0.955251, 0.000249, 1.281,  870.
    504.042287, 0.953856, 0.000247, 1.282,  885.
    504.043009, 0.957233, 0.000247, 1.283,  887.
    504.043731, 0.958556, 0.000245, 1.284,  890.
    504.044453, 0.958342, 0.000246, 1.285,  878.
    504.045175, 0.957363, 0.000245, 1.286,  887.
    504.045897, 0.956746, 0.000247, 1.287,  853.
    504.046620, 0.957234, 0.000247, 1.288,  789.
    504.047342, 0.955012, 0.000245, 1.289,  869.
    504.048064, 0.953206, 0.000246, 1.290,  833.
    504.048786, 0.959437, 0.000247, 1.291,  774.
    504.049508, 0.957171, 0.000247, 1.292,  810.
    504.050230, 0.958810, 0.000246, 1.293,  837.
    504.050952, 0.955708, 0.000245, 1.294,  857.
    504.051674, 0.959197, 0.000247, 1.295,  872.
    504.052396, 0.955573, 0.000246, 1.296,  883.
    504.053118, 0.955699, 0.000246, 1.297,  813.
    504.053840, 0.957180, 0.000246, 1.298,  812.
    504.054563, 0.957914, 0.000247, 1.299,  750.
    504.055284, 0.960689, 0.000247, 1.300,  721.
    504.056007, 0.957770, 0.000246, 1.301,  740.
    504.056729, 0.960140, 0.000247, 1.302,  750.
    504.057451, 0.960300, 0.000247, 1.304,  766.
    504.058173, 0.957957, 0.000246, 1.305,  737.
    504.058895, 0.960688, 0.000247, 1.306,  757.
    504.059617, 0.961422, 0.000248, 1.307,  768.
    504.060339, 0.961541, 0.000247, 1.308,  689.
    504.061061, 0.961746, 0.000248, 1.309,  701.
    504.061783, 0.960133, 0.000248, 1.310,  663.
    504.062505, 0.959767, 0.000247, 1.311,  667.
    504.063227, 0.959551, 0.000247, 1.312,  662.
    504.063949, 0.961186, 0.000248, 1.314,  616.
    504.064672, 0.961759, 0.000248, 1.315,  635.
    504.065394, 0.960472, 0.000247, 1.316,  649.
    504.066116, 0.961548, 0.000247, 1.317,  661.
    504.066838, 0.960011, 0.000248, 1.318,  674.
    504.067560, 0.961232, 0.000248, 1.319,  620.
    504.068283, 0.960259, 0.000247, 1.320,  629.
    504.069005, 0.959719, 0.000246, 1.322,  585.
    504.069727, 0.959606, 0.000247, 1.323,  620.
    504.070449, 0.960219, 0.000247, 1.324,  611.
    504.071171, 0.959868, 0.000248, 1.325,  607.
    504.071893, 0.959934, 0.000247, 1.326,  579.
    504.072616, 0.959807, 0.000247, 1.328,  585.
    504.073338, 0.961743, 0.000247, 1.329,  561.
    504.074060, 0.959950, 0.000247, 1.330,  580.
    504.074782, 0.960843, 0.000248, 1.331,  510.
    504.075504, 0.960433, 0.000248, 1.333,  495.
    504.076226, 0.960953, 0.000250, 1.334,  526.
    504.076949, 0.959745, 0.000249, 1.335,  514.
    504.077671, 0.961499, 0.000250, 1.336,  442.
    504.078394, 0.961449, 0.000251, 1.338,  408.
    504.079117, 0.960665, 0.000250, 1.339,  450.
    504.079839, 0.959291, 0.000250, 1.340,  436.
    504.080561, 0.962779, 0.000253, 1.341,  415.
    504.081283, 0.962130, 0.000252, 1.343,  421.
    504.082005, 0.961492, 0.000252, 1.344,  444.
    504.082728, 0.961018, 0.000252, 1.345,  450.
    504.083450, 0.961166, 0.000251, 1.347,  443.
    504.084172, 0.959115, 0.000251, 1.348,  433.
    504.084894, 0.959353, 0.000251, 1.349,  435.
    504.085616, 0.962402, 0.000251, 1.351,  438.
    504.086338, 0.961030, 0.000251, 1.352,  433.
    504.087060, 0.962008, 0.000250, 1.353,  423.
    504.087782, 0.961621, 0.000250, 1.355,  421.
    504.088504, 0.962272, 0.000252, 1.356,  434.
    504.089226, 0.964028, 0.000253, 1.357,  424.
    504.089948, 0.960959, 0.000253, 1.359,  394.
    504.090671, 0.962629, 0.000252, 1.360,  416.
    504.091393, 0.961258, 0.000251, 1.362,  451.
    504.092115, 0.961412, 0.000252, 1.363,  421.
    504.092838, 0.963057, 0.000252, 1.364,  449.
    504.093560, 0.961363, 0.000252, 1.366,  439.
    504.094282, 0.962665, 0.000252, 1.367,  443.
    504.095004, 0.962656, 0.000252, 1.369,  411.
    504.095726, 0.962065, 0.000254, 1.370,  420.
    504.096448, 0.962181, 0.000252, 1.371,  415.
    504.097170, 0.960600, 0.000252, 1.373,  434.
    504.097892, 0.962786, 0.000254, 1.374,  430.
    504.098614, 0.963282, 0.000252, 1.376,  418.
    504.099337, 0.961788, 0.000253, 1.377,  405.
    504.100059, 0.963044, 0.000253, 1.379,  412.
    504.100781, 0.962695, 0.000253, 1.380,  371.
    504.101503, 0.963495, 0.000253, 1.382,  319.
    504.102225, 0.962478, 0.000252, 1.383,  296.
