BJD,FLUX,ERRFLUX,AIRMASS,SKY
    119.441222, 0.999756, 0.001195, 1.174,  514.
    119.441608, 0.999528, 0.001202, 1.174,  516.
    119.441996, 0.999662, 0.001203, 1.173,  516.
    119.442381, 0.999698, 0.001201, 1.173,  513.
    119.442767, 0.995048, 0.001221, 1.172,  515.
    119.443153, 1.001099, 0.001204, 1.172,  511.
    119.443539, 1.001209, 0.001196, 1.172,  511.
    119.444310, 1.002734, 0.001188, 1.171,  514.
    119.444696, 1.001078, 0.001177, 1.170,  518.
    119.445082, 0.996921, 0.001181, 1.170,  522.
    119.445468, 0.999604, 0.001179, 1.169,  527.
    119.445854, 0.997210, 0.001192, 1.169,  525.
    119.446239, 0.998531, 0.001192, 1.169,  526.
    119.446624, 1.005519, 0.001229, 1.168,  527.
    119.447008, 1.000150, 0.001190, 1.168,  531.
    119.447395, 0.999113, 0.001191, 1.167,  532.
    119.447780, 0.999848, 0.001185, 1.167,  536.
    119.448165, 0.998902, 0.001174, 1.167,  535.
    119.448551, 1.000245, 0.001177, 1.166,  527.
    119.448937, 1.007509, 0.001222, 1.166,  527.
    119.449323, 1.002201, 0.001196, 1.165,  528.
    119.449709, 0.998078, 0.001197, 1.165,  532.
    119.450095, 0.998307, 0.001187, 1.164,  531.
    119.450481, 1.001792, 0.001188, 1.164,  528.
    119.450867, 0.999377, 0.001186, 1.164,  523.
    119.451253, 0.998925, 0.001187, 1.163,  525.
    119.451638, 0.996159, 0.001195, 1.163,  528.
    119.452024, 1.003954, 0.001231, 1.162,  534.
    119.452409, 0.996101, 0.001233, 1.162,  541.
    119.452794, 1.003493, 0.001253, 1.162,  543.
    119.453181, 1.001545, 0.001269, 1.161,  545.
    119.453571, 1.002243, 0.001258, 1.161,  547.
    119.453958, 1.002839, 0.001242, 1.160,  536.
    119.454342, 0.998659, 0.001219, 1.160,  528.
    119.454728, 1.003057, 0.001180, 1.160,  514.
    119.455113, 0.995507, 0.001208, 1.159,  514.
    119.455500, 0.996446, 0.001236, 1.159,  514.
    119.455886, 1.000708, 0.001244, 1.158,  517.
    119.456271, 0.999381, 0.001254, 1.158,  522.
    119.456656, 0.998430, 0.001247, 1.158,  529.
    119.457041, 1.002313, 0.001313, 1.157,  535.
    119.457428, 1.002206, 0.001263, 1.157,  539.
    119.457814, 1.001614, 0.001230, 1.157,  543.
    119.458199, 0.999000, 0.001211, 1.156,  537.
    119.458585, 0.998881, 0.001195, 1.156,  541.
    119.458972, 0.998933, 0.001190, 1.155,  548.
    119.459357, 0.998303, 0.001199, 1.155,  556.
    119.459742, 0.999146, 0.001198, 1.155,  559.
    119.460127, 1.000364, 0.001203, 1.154,  566.
    119.460512, 0.996827, 0.001204, 1.154,  568.
    119.460898, 0.998081, 0.001201, 1.153,  565.
    119.461283, 1.000032, 0.001203, 1.153,  564.
    119.461669, 0.996846, 0.001197, 1.153,  574.
    119.462441, 0.999175, 0.001197, 1.152,  558.
    119.462826, 0.998679, 0.001209, 1.152,  563.
    119.463211, 0.999821, 0.001197, 1.151,  563.
    119.463598, 0.997314, 0.001184, 1.151,  554.
    119.463985, 1.000287, 0.001199, 1.150,  556.
    119.464371, 1.001453, 0.001209, 1.150,  559.
    119.464756, 1.000523, 0.001205, 1.150,  558.
    119.465142, 0.995537, 0.001205, 1.149,  571.
    119.465527, 0.998181, 0.001198, 1.149,  566.
    119.465913, 0.999054, 0.001189, 1.149,  567.
    119.466299, 0.999442, 0.001181, 1.148,  571.
    119.466683, 1.003908, 0.001188, 1.148,  568.
